CORPS  	PROV   	DIST   	VILG   	HAM    	 +PCN   	HDATE  	VSZ1   	HPOPUL 	HPERM  	HTEMP  	HPOINT 	HCAT   	HFLAG1 	HFLAG2 	HFLAG3 	HFLAG4 	HFLAG5 	HFLAG6 	HFLAG7 	HFLAG8 	HFLAG9 	HFLAG10	HMA    	HMB    	HMC    	HMD    	HA     	HB     	HC     	HD     	HE     	HF     	HG     	HL     	HN     	HP     	HR     	HS     	HZ     
1	05	10	14	02	001	7401	   0	    0	    0	    0	BS507302	X	9	9	9	9	9	9	9	9	9	R	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	14	03	001	7401	   0	    0	    0	    0	BS520316	X	9	9	9	9	9	9	9	9	9	R	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	14	04	001	7401	   0	    0	    0	    0	BS511292	X	9	9	9	9	9	9	9	9	9	R	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	14	05	001	7401	   0	    0	    0	    0	BS530318	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	14	06	001	7401	   0	  100	  100	    0	BS523322	V	9	9	9	9	9	9	9	9	9	*	88	28839982	8888	9999999	04	424	0004400808	800055	00*0*	310089	99999	999	999	99	99999	99999	999999
1	05	10	14	07	001	7401	   0	    0	    0	    0	BS513318	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	01	001	7401	   0	    0	    0	    0	BS462298	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	02	001	7401	   0	    0	    0	    0	BS452293	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	03	001	7401	   0	    0	    0	    0	BS486297	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	04	001	7401	   0	    0	    0	    0	BS455288	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	05	001	7401	   0	    0	    0	    0	BS475264	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	06	001	7401	   0	    0	    0	    0	BS474286	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	07	001	7401	   0	  100	  100	    0	BS483305	V	9	9	9	9	9	9	9	9	9	*	88	28839982	8888	9999999	04	424	0004400808	000055	80*0*	310089	99999	999	999	99	99999	99999	999999
1	05	10	15	08	001	7401	   0	    0	    0	    0	BS485313	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	09	001	7401	   0	    0	    0	    0	BS490310	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	10	001	7401	   0	    0	    0	    0	BS470300	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	11	001	7401	   0	    0	    0	    0	BS502319	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	15	12	001	7401	   0	    0	    0	    0	BS508317	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	16	01	001	7401	   0	    0	    0	    0	BS575418	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	16	02	001	7401	   0	    0	    0	    0	BS570414	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	16	03	001	7401	   0	    0	    0	    0	BS590413	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	17	01	001	7401	   0	    0	    0	    0	BS538394	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	17	02	001	7401	   0	    0	    0	    0	BS525387	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	01	001	7401	   0	    0	    0	    0	BS534416	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	02	001	7401	   0	    0	    0	    0	BS538426	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	03	001	7401	   0	    0	    0	    0	BS542407	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	04	001	7401	   0	    0	    0	    0	BS544418	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	05	001	7401	   0	  100	  100	    0	BS550405	V	9	9	9	9	9	9	9	9	9	*	88	28839982	8888	9999999	04	424	0004400808	000055	80*0*	310089	99999	999	999	99	99999	99999	999999
1	05	10	18	06	001	7401	   0	    0	    0	    0	BS529444	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	18	07	001	7401	   0	    0	    0	    0	BS520425	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	19	01	001	7401	   0	    0	    0	    0	BS640370	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	19	02	001	7401	   0	    0	    0	    0	BS636344	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	19	03	001	7401	   0	    0	    0	    0	BS668378	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	19	04	001	7401	   0	    0	    0	    0	BS638367	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	01	001	7401	   0	    0	    0	    0	BS768265	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	02	001	7401	   0	    0	    0	    0	BS767236	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	03	001	7401	   0	    0	    0	    0	BS767248	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	04	001	7401	   0	    0	    0	    0	BS788287	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	05	001	7401	   0	    0	    0	    0	BS774302	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	06	001	7401	   0	    0	    0	    0	BS784305	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	07	001	7401	   0	    0	    0	    0	BS751336	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	08	001	7401	   0	    0	    0	    0	BS745325	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	09	001	7401	   0	    0	    0	    0	BS767327	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	10	001	7401	   0	    0	    0	    0	BS778334	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	20	11	001	7401	   0	    0	    0	    0	BS783338	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	21	01	001	7401	   0	    0	    0	    0	BS723404	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	21	02	001	7401	   0	    0	    0	    0	BS727395	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	21	03	001	7401	   0	    0	    0	    0	BS700340	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	21	04	001	7401	   0	    0	    0	    0	BS727344	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	21	05	001	7401	   0	    0	    0	    0	BS735335	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	01	001	7401	   0	    0	    0	    0	BS480186	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	02	001	7401	   0	    0	    0	    0	BS493168	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	03	001	7401	   0	    0	    0	    0	BS497184	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	04	001	7401	   0	    0	    0	    0	BS520197	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	05	001	7401	   0	    0	    0	    0	BS468210	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	06	001	7401	   0	    0	    0	    0	BS546202	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	07	001	7401	   0	    0	    0	    0	BS563192	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	08	001	7401	   0	    0	    0	    0	BS568168	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	09	001	7401	   0	    0	    0	    0	BS569220	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	10	001	7401	   0	    0	    0	    0	BS569227	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	11	001	7401	   0	    0	    0	    0	BS567237	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	12	001	7401	   0	    0	    0	    0	BS564241	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	22	13	001	7401	   0	    0	    0	    0	BS566257	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	01	001	7401	   0	    0	    0	    0	BS515255	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	02	001	7401	   0	    0	    0	    0	BS493247	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	03	001	7401	   0	    0	    0	    0	BS497253	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	04	001	7401	   0	    0	    0	    0	BS568268	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	05	001	7401	   0	    0	    0	    0	BS530260	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	06	001	7401	   0	    0	    0	    0	BS548267	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	23	07	001	7401	   0	  100	  100	    0	BS556275	V	9	9	9	9	9	9	9	9	9	*	88	28839982	8888	9999999	04	424	0004400808	000055	80*0*	310089	99999	999	999	99	99999	99999	999999
1	05	10	23	08	001	7401	   0	    0	    0	    0	BS566276	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	01	001	7401	   0	  100	  100	    0	BS368325	V	9	9	9	9	9	9	9	9	9	*	88	28839982	8888	9999999	04	424	0004400808	000055	80*0*	310089	99999	999	999	99	99999	99999	999999
1	05	10	24	02	001	7401	   0	    0	    0	    0	BS387318	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	03	001	7401	   0	    0	    0	    0	BS382314	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	04	001	7401	   0	    0	    0	    0	BS385327	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	05	001	7401	   0	    0	    0	    0	BS402308	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	06	001	7401	   0	    0	    0	    0	BS365345	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	07	001	7401	   0	    0	    0	    0	BS363358	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	08	001	7401	   0	    0	    0	    0	BS376374	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	09	001	7401	   0	    0	    0	    0	BS375354	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	10	001	7401	   0	    0	    0	    0	BS365365	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	11	001	7401	   0	    0	    0	    0	BS366380	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	12	001	7401	   0	    0	    0	    0	BS363374	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	13	001	7401	   0	    0	    0	    0	BS360390	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	10	24	14	001	7401	   0	    0	    0	    0	BS367393	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	01	01	001	7401	   0	 1291	 1291	    0	BS537520	B	0	1	9	0	1	9	9	0	9	R	82	00000000	0000	0000000	24	100	4210025054	221545	83*4*	131081	81022	300	024	31	33100	11210	002611
1	05	11	01	02	001	7401	   0	  405	  405	    0	BS534518	C	0	9	9	0	0	9	9	9	0	R	82	00011001	0001	2000000	24	200	4210025054	221545	83*3*	131081	81022	000	024	01	13100	10110	002610
1	05	11	01	03	001	7401	   0	  679	    0	  679	BS539514	B	0	9	9	0	1	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*4*	130120	80021	300	024	31	33100	21211	011541
1	05	11	01	04	001	7401	   0	  530	    0	  530	BS537515	B	0	9	9	0	0	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*3*	120120	80021	300	024	31	33100	21211	011540
1	05	11	01	05	001	7401	   0	 1674	    0	 1674	BS532517	D	0	9	9	0	1	9	9	9	9	R	81	00011001	0001	2000000	24	200	4210025043	221445	82*3*	120120	80021	000	024	01	13100	21211	011541
1	05	11	03	01	001	7401	   0	 1159	 1159	    0	BS544533	C	0	9	9	0	1	9	9	9	9	R	82	00000000	0000	0000000	24	200	4210025054	221545	83*4*	130120	80021	000	024	01	03100	11211	001521
1	05	11	03	02	001	7401	   0	  360	  360	    0	BS536525	C	0	9	9	0	0	9	9	9	0	R	82	00000000	0000	0000000	24	100	4210025054	221545	83*3*	130120	80021	000	024	01	03100	11211	001520
1	05	11	05	01	001	7401	   0	 1078	 1078	    0	BS564604	B	0	9	9	0	1	9	9	9	9	R	82	00000000	0000	0000000	24	100	4210025054	221545	83*4*	131080	80021	000	024	01	33100	11211	002621
1	05	11	05	02	001	7401	   0	  724	  724	    0	BS557599	C	0	9	9	0	0	9	9	9	0	R	81	00000000	0000	0000000	24	100	4210015053	221545	83*3*	131080	80021	000	024	01	13100	11211	002610
1	05	11	05	03	001	7401	   0	  360	    0	  360	BS560602	B	0	9	9	1	1	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*4*	131120	80021	000	024	01	13100	11211	011511
1	05	11	05	04	001	7401	   0	  169	    0	  169	BS562603	B	0	9	9	1	0	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*3*	131120	80021	000	024	01	13100	11211	011510
1	05	11	05	05	001	7401	   0	  225	    0	  225	BS557598	B	0	9	9	1	1	9	9	9	9	R	83	00000000	0000	0000000	24	100	4210025054	221545	83*4*	131120	80021	000	024	01	13100	11211	011511
1	05	11	05	06	001	7401	   0	  427	    0	  427	BS556599	B	0	9	9	1	0	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*3*	131120	80021	000	024	01	13100	11210	011510
1	05	11	05	07	001	7401	   0	  119	    0	  119	BS555598	B	0	9	9	1	0	9	9	9	9	R	81	00000000	0000	0000000	24	100	4210025054	221545	83*3*	131120	80021	000	024	01	13100	11211	011510
1	05	11	07	01	001	7401	   0	    0	    0	    0	BS520517	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	07	02	001	7401	   0	    0	    0	    0	BS485515	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	09	01	001	7401	   0	    0	    0	    0	BS575549	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	11	01	001	7401	   0	    0	    0	    0	BS485514	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	11	02	001	7401	   0	    0	    0	    0	BS485508	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	11	03	001	7401	   0	    0	    0	    0	BS460514	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	11	04	001	7401	   0	    0	    0	    0	BS465517	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	13	01	001	7401	   0	    0	    0	    0	BS375396	X	9	9	9	9	9	9	9	9	9	R	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	13	02	001	7401	   0	    0	    0	    0	BS378445	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	14	01	001	7401	   0	    0	    0	    0	BS520497	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	14	02	001	7401	   0	    0	    0	    0	BS519478	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	14	03	001	7401	   0	    0	    0	    0	BS507468	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	14	04	001	7401	   0	    0	    0	    0	BS485455	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	14	05	001	7401	   0	    0	    0	    0	BS477446	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	01	001	7401	   0	    0	    0	    0	BS547498	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	02	001	7401	   0	    0	    0	    0	BS510448	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	03	001	7401	   0	    0	    0	    0	BS493451	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	04	001	7401	   0	    0	    0	    0	BS482427	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	05	001	7401	   0	    0	    0	    0	BS502433	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	06	001	7401	   0	    0	    0	    0	BS515438	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	07	001	7401	   0	    0	    0	    0	BS510433	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	08	001	7401	   0	    0	    0	    0	BS546512	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	09	001	7401	   0	    0	    0	    0	BS548505	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	10	001	7401	   0	    0	    0	    0	BS543503	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	11	001	7401	   0	    0	    0	    0	BS543498	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	12	001	7401	   0	    0	    0	    0	BS540590	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	15	13	001	7401	   0	    0	    0	    0	BS524410	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	16	01	001	7401	   0	    0	    0	    0	BS430458	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	16	02	001	7401	   0	    0	    0	    0	BS436463	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	16	03	001	7401	   0	    0	    0	    0	BS000000	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	17	01	001	7401	   0	    0	    0	    0	BS560550	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
1	05	11	17	02	001	7401	   0	    0	    0	    0	BS562552	X	9	9	9	9	9	9	9	9	9	*	99	99999999	9999	9999999	99	999	9999999999	999999	99*9*	999999	99999	999	999	99	99999	99999	999999
